,coefficient,explained_variance_score,mean_absolute_error
model 1,"[ 2.67547877e+00  0.00000000e+00  0.00000000e+00  8.88178420e-16
  4.26995401e-01  1.83461248e+00  4.96065461e-01  1.25341809e+00
 -1.33443185e+00  7.67450276e-01  3.52116490e-01  2.31156548e+00
  1.96633902e+00 -2.29706870e+00 -1.04275018e+00  1.96846653e+00
 -1.49229887e-01 -1.06759544e+00  1.05489517e+01 -2.11074185e+00
 -2.56531823e-01]",0.6447272396198541,6.837627416869464
